Satellite,Epoch Time,L1C,C1C
G20,2025-03-11 11:16:30,20673180.969,108638609.486
G17,2025-03-11 11:16:30,24471442.156,128598328.086
G12,2025-03-11 11:16:30,21983733.625,115525277.418
G06,2025-03-11 11:16:30,22868484.555,120174864.811
G09,2025-03-11 11:16:30,24799590.703,130322767.085
G29,2025-03-11 11:16:30,25512532.883,134069236.054
G13,2025-03-11 11:16:30,22716873.492,119378167.046
G25,2025-03-11 11:16:30,23273554.359,122303337.306
G15,2025-03-11 11:16:30,24848630.523,130580507.308
G11,2025-03-11 11:16:30,21818949.367,114659555.783
G05,2025-03-11 11:16:31,20915127.672,109909957.006
G19,2025-03-11 11:16:31,22010154.555,115664407.026
G20,2025-03-11 11:16:31,20673324.328,108639363.57
G17,2025-03-11 11:16:31,24471924.992,128600858.957
G12,2025-03-11 11:16:31,21983863.633,115525960.193
G06,2025-03-11 11:16:31,22868606.563,120175506.935
G09,2025-03-11 11:16:31,24800015.188,130324995.016
G29,2025-03-11 11:16:31,25511813.352,134065447.519
G13,2025-03-11 11:16:31,22716185.898,119374555.694
G25,2025-03-11 11:16:31,23273378.586,122302413.092
G15,2025-03-11 11:16:31,24847862.977,130576469.246
G11,2025-03-11 11:16:31,21818917.359,114659389.477
G05,2025-03-11 11:16:32,20914875.141,109908630.109
G19,2025-03-11 11:16:32,22010574.602,115666612.511
G20,2025-03-11 11:16:32,20673468.086,108640117.953
G17,2025-03-11 11:16:32,24472406.516,128603390.082
G12,2025-03-11 11:16:32,21983993.602,115526643.512
G06,2025-03-11 11:16:32,22868729.516,120176149.089
G09,2025-03-11 11:16:32,24800438.859,130327223.314
G29,2025-03-11 11:16:32,25511093.445,134061658.958
G13,2025-03-11 11:16:32,22715498.43,119370944.454
G25,2025-03-11 11:16:32,23273203.211,122301489.46
G15,2025-03-11 11:16:32,24847094.805,130572431.094
G11,2025-03-11 11:16:32,21818886.086,114659223.225
G05,2025-03-11 11:16:33,20914622.742,109907303.664
G19,2025-03-11 11:16:33,22010994.023,115668818.404
G20,2025-03-11 11:16:33,20673611.734,108640872.6
G17,2025-03-11 11:16:33,24472887.813,128605921.492
G12,2025-03-11 11:16:33,21984123.352,115527327.353
G06,2025-03-11 11:16:33,22868851.164,120176791.262
G09,2025-03-11 11:16:33,24800862.922,130329452.014
G29,2025-03-11 11:16:33,25510371.992,134057870.276
G13,2025-03-11 11:16:33,22714812.109,119367333.27
G25,2025-03-11 11:16:33,23273026.789,122300566.378
G15,2025-03-11 11:16:33,24846326.984,130568392.84
G11,2025-03-11 11:16:33,21818854.328,114659056.979
G05,2025-03-11 11:16:34,20914370.508,109905977.72
G19,2025-03-11 11:16:34,22011413.43,115671024.743
G20,2025-03-11 11:16:34,20673754.93,108641627.546
G17,2025-03-11 11:16:34,24473369.852,128608453.132
G12,2025-03-11 11:16:34,21984253.531,115528011.736
G06,2025-03-11 11:16:34,22868972.852,120177433.459
G09,2025-03-11 11:16:34,24801286.891,130331681.074
G29,2025-03-11 11:16:34,25509650.086,134054081.537
G13,2025-03-11 11:16:34,22714124.484,119363722.178
G25,2025-03-11 11:16:34,23272851.297,122299643.859
G15,2025-03-11 11:16:34,24845557.828,130564354.498
G11,2025-03-11 11:16:34,21818822.617,114658890.78
G05,2025-03-11 11:16:35,20914118.102,109904652.204
G19,2025-03-11 11:16:35,22011833.289,115673231.46
G20,2025-03-11 11:16:35,20673898.625,108642382.734
G17,2025-03-11 11:16:35,24473851.43,128610984.996
G12,2025-03-11 11:16:35,21984383.852,115528696.614
G06,2025-03-11 11:16:35,22869095.148,120178075.653
G09,2025-03-11 11:16:35,24801712.227,130333910.498
G29,2025-03-11 11:16:35,25508928.43,134050292.661
G13,2025-03-11 11:16:35,22713437.656,119360111.116
G25,2025-03-11 11:16:35,23272676.477,122298721.864
G15,2025-03-11 11:16:35,24844788.484,130560316.025
G11,2025-03-11 11:16:35,21818791.461,114658724.579
G05,2025-03-11 11:16:36,20913866.133,109903327.155
G19,2025-03-11 11:16:36,22012253.18,115675438.584
G20,2025-03-11 11:16:36,20674042.516,108643138.185
G17,2025-03-11 11:16:36,24474332.742,128613517.071
G12,2025-03-11 11:16:36,21984514.563,115529382.003
G06,2025-03-11 11:16:36,22869217.133,120178717.834
G09,2025-03-11 11:16:36,24802136.148,130336140.273
G29,2025-03-11 11:16:36,25508207.914,134046503.715
G13,2025-03-11 11:16:36,22712750.672,119356500.121
G25,2025-03-11 11:16:36,23272500.914,122297800.404
G15,2025-03-11 11:16:36,24844019.594,130556277.442
G11,2025-03-11 11:16:36,21818759.625,114658558.384
G05,2025-03-11 11:16:37,20913613.945,109902002.597
G19,2025-03-11 11:16:37,22012673.242,115677646.158
G20,2025-03-11 11:16:37,20674186.43,108643893.952
G17,2025-03-11 11:16:37,24474814.508,128616049.435
G12,2025-03-11 11:16:37,21984645.016,115530067.952
G06,2025-03-11 11:16:37,22869338.891,120179360.067
G09,2025-03-11 11:16:37,24802561.047,130338370.461
G29,2025-03-11 11:16:37,25507486.375,134042714.703
G13,2025-03-11 11:16:37,22712063.75,119352889.231
G25,2025-03-11 11:16:37,23272325.898,122296879.55
G15,2025-03-11 11:16:37,24843251.859,130552238.801
G11,2025-03-11 11:16:37,21818728.164,114658392.26
G05,2025-03-11 11:16:38,20913362.109,109900678.434
G19,2025-03-11 11:16:38,22013094.0,115679854.075
G20,2025-03-11 11:16:38,20674330.109,108644649.905
G17,2025-03-11 11:16:38,24475296.414,128618581.965
G12,2025-03-11 11:16:38,21984775.648,115530754.346
G06,2025-03-11 11:16:38,22869461.5,120180002.241
G09,2025-03-11 11:16:38,24802985.242,130340600.947
G29,2025-03-11 11:16:38,25506765.5,134038925.534
G13,2025-03-11 11:16:38,22711376.742,119349278.338
G25,2025-03-11 11:16:38,23272150.445,122295959.161
G15,2025-03-11 11:16:38,24842483.891,130548199.97
G11,2025-03-11 11:16:38,21818696.656,114658226.072
G05,2025-03-11 11:16:39,20913110.195,109899354.763
G19,2025-03-11 11:16:39,22013513.922,115682062.424
G20,2025-03-11 11:16:39,20674474.234,108645406.159
G17,2025-03-11 11:16:39,24475778.742,128621114.749
G12,2025-03-11 11:16:39,21984906.805,115531441.289
G06,2025-03-11 11:16:39,22869584.086,120180644.442
G09,2025-03-11 11:16:39,24803409.547,130342831.828
G29,2025-03-11 11:16:39,25506043.539,134035136.301
G13,2025-03-11 11:16:39,22710689.063,119345667.53
G25,2025-03-11 11:16:39,23271975.461,122295039.35
G15,2025-03-11 11:16:39,24841715.695,130544161.074
G11,2025-03-11 11:16:39,21818664.641,114658059.936
G05,2025-03-11 11:16:40,20912858.547,109898031.576
G19,2025-03-11 11:16:40,22013934.125,115684271.211
G20,2025-03-11 11:16:40,20674618.07,108646162.703
G17,2025-03-11 11:16:40,24476260.211,128623647.804
G12,2025-03-11 11:16:40,21985036.711,115532128.776
G06,2025-03-11 11:16:40,22869706.102,120181286.674
G09,2025-03-11 11:16:40,24803833.75,130345063.108
G29,2025-03-11 11:16:40,25505323.5,134031346.997
G13,2025-03-11 11:16:40,22710002.695,119342056.82
G25,2025-03-11 11:16:40,23271800.234,122294120.107
G15,2025-03-11 11:16:40,24840946.523,130540122.081
G11,2025-03-11 11:16:40,21818633.008,114657893.841
G05,2025-03-11 11:16:41,20912606.914,109896708.843
G19,2025-03-11 11:16:41,22014354.328,115686480.388
G20,2025-03-11 11:16:41,20674762.109,108646919.497
G17,2025-03-11 11:16:41,24476743.633,128626181.079
G12,2025-03-11 11:16:41,21985167.68,115532816.768
G06,2025-03-11 11:16:41,22869828.594,120181928.898
G09,2025-03-11 11:16:41,24804258.109,130347294.731
G29,2025-03-11 11:16:41,25504602.258,134027557.582
G13,2025-03-11 11:16:41,22709315.594,119338446.16
G25,2025-03-11 11:16:41,23271625.977,122293201.403
G15,2025-03-11 11:16:41,24840178.117,130536082.992
G11,2025-03-11 11:16:41,21818601.555,114657727.745
G05,2025-03-11 11:16:42,20912354.93,109895386.557
G19,2025-03-11 11:16:42,22014775.25,115688689.977
G20,2025-03-11 11:16:42,20674906.305,108647676.543
G17,2025-03-11 11:16:42,24477224.313,128628714.571
G12,2025-03-11 11:16:42,21985298.5,115533505.263
G06,2025-03-11 11:16:42,22869950.797,120182571.123
G09,2025-03-11 11:16:42,24804682.633,130349526.704
G29,2025-03-11 11:16:42,25503880.367,134023768.041
G13,2025-03-11 11:16:42,22708628.203,119334835.55
G25,2025-03-11 11:16:42,23271450.555,122292283.228
G15,2025-03-11 11:16:42,24839409.555,130532043.763
G11,2025-03-11 11:16:42,21818570.359,114657561.662
G05,2025-03-11 11:16:43,20912103.375,109894064.704
G19,2025-03-11 11:16:43,22015195.813,115690899.92
G20,2025-03-11 11:16:43,20675050.141,108648433.82
G17,2025-03-11 11:16:43,24477705.711,128631248.275
G12,2025-03-11 11:16:43,21985429.844,115534194.242
G06,2025-03-11 11:16:43,22870073.234,120183213.314
G09,2025-03-11 11:16:43,24805107.148,130351759.006
G29,2025-03-11 11:16:43,25503160.516,134019978.4
G13,2025-03-11 11:16:43,22707940.516,119331224.964
G25,2025-03-11 11:16:43,23271276.266,122291365.568
G15,2025-03-11 11:16:43,24838641.258,130528004.406
G11,2025-03-11 11:16:43,21818538.688,114657395.559
G05,2025-03-11 11:16:44,20911852.109,109892743.326
G19,2025-03-11 11:16:44,22015615.961,115693110.3
G20,2025-03-11 11:16:44,20675194.438,108649191.38
G17,2025-03-11 11:16:44,24478188.469,128633782.204
G12,2025-03-11 11:16:44,21985561.328,115534883.747
G06,2025-03-11 11:16:44,22870195.086,120183855.523
G09,2025-03-11 11:16:44,24805532.148,130353991.704
G29,2025-03-11 11:16:44,25502439.117,134016188.679
G13,2025-03-11 11:16:44,22707253.836,119327614.46
G25,2025-03-11 11:16:44,23271101.359,122290448.475
G15,2025-03-11 11:16:44,24837873.25,130523964.947
G11,2025-03-11 11:16:44,21818506.922,114657229.487
G05,2025-03-11 11:16:45,20911600.633,109891422.429
G19,2025-03-11 11:16:45,22016036.586,115695321.101
G20,2025-03-11 11:16:45,20675338.734,108649949.213
G17,2025-03-11 11:16:45,24478670.094,128636316.39
G12,2025-03-11 11:16:45,21985692.938,115535573.781
G06,2025-03-11 11:16:45,22870317.477,120184497.748
G09,2025-03-11 11:16:45,24805957.453,130356224.769
G29,2025-03-11 11:16:45,25501717.781,134012398.864
G13,2025-03-11 11:16:45,22706566.57,119324004.031
G25,2025-03-11 11:16:45,23270927.367,122289531.93
G15,2025-03-11 11:16:45,24837104.273,130519925.401
G11,2025-03-11 11:16:45,21818475.313,114657063.441
G05,2025-03-11 11:16:46,20911349.508,109890101.995
G19,2025-03-11 11:16:46,22016457.586,115697532.304
G20,2025-03-11 11:16:46,20675482.938,108650707.302
G17,2025-03-11 11:16:46,24479152.758,128638850.804
G12,2025-03-11 11:16:46,21985824.117,115536264.321
G06,2025-03-11 11:16:46,22870439.328,120185139.984
G09,2025-03-11 11:16:46,24806382.57,130358458.194
G29,2025-03-11 11:16:46,25500995.492,134008608.962
G13,2025-03-11 11:16:46,22705879.945,119320393.665
G25,2025-03-11 11:16:46,23270753.242,122288615.93
G15,2025-03-11 11:16:46,24836335.219,130515885.749
G11,2025-03-11 11:16:46,21818443.5,114656897.411
G05,2025-03-11 11:16:47,20911098.43,109888782.087
G19,2025-03-11 11:16:47,22016878.203,115699743.967
G20,2025-03-11 11:16:47,20675627.328,108651465.712
G17,2025-03-11 11:16:47,24479635.281,128641385.508
G12,2025-03-11 11:16:47,21985955.43,115536955.431
G06,2025-03-11 11:16:47,22870561.797,120185782.263
G09,2025-03-11 11:16:47,24806807.641,130360692.04
G29,2025-03-11 11:16:47,25500275.297,134004819.023
G13,2025-03-11 11:16:47,22705192.008,119316783.41
G25,2025-03-11 11:16:47,23270579.008,122287700.527
G15,2025-03-11 11:16:47,24835565.57,130511846.03
G11,2025-03-11 11:16:47,21818412.164,114656731.451
G05,2025-03-11 11:16:48,20910847.328,109887462.611
G19,2025-03-11 11:16:48,22017300.102,115701956.019
G20,2025-03-11 11:16:48,20675771.531,108652224.367
G17,2025-03-11 11:16:48,24480117.313,128643920.431
G12,2025-03-11 11:16:48,21986086.93,115537647.044
G06,2025-03-11 11:16:48,22870684.141,120186424.534
G09,2025-03-11 11:16:48,24807233.594,130362926.231
G29,2025-03-11 11:16:48,25499554.828,134001028.956
G13,2025-03-11 11:16:48,22704505.273,119313173.203
G25,2025-03-11 11:16:48,23270404.422,122286785.636
G15,2025-03-11 11:16:48,24834796.453,130507806.175
G11,2025-03-11 11:16:48,21818380.523,114656565.483
G05,2025-03-11 11:16:49,20910596.234,109886143.588
G19,2025-03-11 11:16:49,22017721.492,115704168.467
G20,2025-03-11 11:16:49,20675916.031,108652983.271
G17,2025-03-11 11:16:49,24480600.523,128646455.565
G12,2025-03-11 11:16:49,21986218.75,115538339.178
G06,2025-03-11 11:16:49,22870806.219,120187066.794
G09,2025-03-11 11:16:49,24807659.289,130365160.781
G29,2025-03-11 11:16:49,25498833.984,133997238.791
G13,2025-03-11 11:16:49,22703818.711,119309563.042
G25,2025-03-11 11:16:49,23270231.25,122285871.285
G15,2025-03-11 11:16:49,24834027.773,130503766.206
G11,2025-03-11 11:16:49,21818349.211,114656399.522
G05,2025-03-11 11:16:50,20910345.242,109884824.972
G19,2025-03-11 11:16:50,22018141.664,115706381.273
G20,2025-03-11 11:16:50,20676060.211,108653742.387
G17,2025-03-11 11:16:50,24481082.211,128648990.88
G12,2025-03-11 11:16:50,21986350.602,115539031.767
G06,2025-03-11 11:16:50,22870928.625,120187709.014
G09,2025-03-11 11:16:50,24808085.102,130367395.619
G29,2025-03-11 11:16:50,25498111.617,133993448.5
G13,2025-03-11 11:16:50,22703131.891,119305952.891
G25,2025-03-11 11:16:50,23270056.867,122284957.431
G15,2025-03-11 11:16:50,24833259.203,130499726.075
G11,2025-03-11 11:16:50,21818317.289,114656233.522
G05,2025-03-11 11:16:51,20910094.414,109883506.831
G19,2025-03-11 11:16:51,22018562.625,115708594.511
G20,2025-03-11 11:16:51,20676204.914,108654501.787
G17,2025-03-11 11:16:51,24481565.094,128651526.463
G12,2025-03-11 11:16:51,21986482.594,115539724.89
G06,2025-03-11 11:16:51,22871050.422,120188351.249
G09,2025-03-11 11:16:51,24808509.523,130369630.858
G29,2025-03-11 11:16:51,25497390.164,133989658.117
G13,2025-03-11 11:16:51,22702444.906,119302342.837
G25,2025-03-11 11:16:51,23269882.742,122284044.136
G15,2025-03-11 11:16:51,24832490.211,130495685.86
G11,2025-03-11 11:16:51,21818285.867,114656067.557
G05,2025-03-11 11:16:52,20909843.383,109882189.129
G19,2025-03-11 11:16:52,22018984.211,115710808.126
G20,2025-03-11 11:16:52,20676349.539,108655261.419
G17,2025-03-11 11:16:52,24482047.688,128654062.239
G12,2025-03-11 11:16:52,21986614.523,115540418.505
G06,2025-03-11 11:16:52,22871172.789,120188993.469
G09,2025-03-11 11:16:52,24808934.0,130371866.454
G29,2025-03-11 11:16:52,25496668.805,133985867.614
G13,2025-03-11 11:16:52,22701758.164,119298732.816
G25,2025-03-11 11:16:52,23269709.664,122283131.352
G15,2025-03-11 11:16:52,24831722.18,130491645.517
G11,2025-03-11 11:16:52,21818253.984,114655901.579
G05,2025-03-11 11:16:53,20909592.766,109880871.88
G19,2025-03-11 11:16:53,22019405.313,115713022.139
G20,2025-03-11 11:16:53,20676494.102,108656021.312
G17,2025-03-11 11:16:53,24482530.914,128656598.251
G12,2025-03-11 11:16:53,21986746.898,115541112.622
G06,2025-03-11 11:16:53,22871295.156,120189635.685
G09,2025-03-11 11:16:53,24809359.469,130374102.374
G29,2025-03-11 11:16:53,25495947.711,133982077.028
G13,2025-03-11 11:16:53,22701071.656,119295122.857
G25,2025-03-11 11:16:53,23269536.289,122282219.111
G15,2025-03-11 11:16:53,24830953.453,130487605.047
G11,2025-03-11 11:16:53,21818222.547,114655735.607
G05,2025-03-11 11:16:54,20909342.273,109879555.206
G19,2025-03-11 11:16:54,22019827.094,115715236.669
G20,2025-03-11 11:16:54,20676638.711,108656781.58
G17,2025-03-11 11:16:54,24483012.375,128659134.602
G12,2025-03-11 11:16:54,21986878.742,115541807.365
G06,2025-03-11 11:16:54,22871416.867,120190278.01
G09,2025-03-11 11:16:54,24809784.789,130376338.79
G29,2025-03-11 11:16:54,25495226.352,133978286.44
G13,2025-03-11 11:16:54,22700384.383,119291513.066
G25,2025-03-11 11:16:54,23269363.063,122281307.526
G15,2025-03-11 11:16:54,24830184.008,130483564.601
G11,2025-03-11 11:16:54,21818190.914,114655569.768
G05,2025-03-11 11:16:55,20909092.055,109878238.989
G19,2025-03-11 11:16:55,22020248.141,115717451.589
G20,2025-03-11 11:16:55,20676783.898,108657542.094
G17,2025-03-11 11:16:55,24483494.273,128661671.177
G12,2025-03-11 11:16:55,21987011.125,115542502.601
G06,2025-03-11 11:16:55,22871539.523,120190920.33
G09,2025-03-11 11:16:55,24810209.969,130378575.539
G29,2025-03-11 11:16:55,25494503.953,133974495.733
G13,2025-03-11 11:16:55,22699696.664,119287903.324
G25,2025-03-11 11:16:55,23269189.555,122280396.48
G15,2025-03-11 11:16:55,24829414.672,130479524.021
G11,2025-03-11 11:16:55,21818159.695,114655403.937
G05,2025-03-11 11:16:56,20908841.711,109876923.273
G19,2025-03-11 11:16:56,22020669.367,115719666.969
G20,2025-03-11 11:16:56,20676928.453,108658302.926
G17,2025-03-11 11:16:56,24483978.453,128664208.021
G12,2025-03-11 11:16:56,21987143.648,115543198.398
G06,2025-03-11 11:16:56,22871661.586,120191562.703
G09,2025-03-11 11:16:56,24810636.203,
G29,2025-03-11 11:16:56,25493782.484,133970704.971
G13,2025-03-11 11:16:56,22699009.898,119284293.695
G25,2025-03-11 11:16:56,23269015.914,122279486.014
G15,2025-03-11 11:16:56,24828645.383,130475483.381
G11,2025-03-11 11:16:56,21818127.781,114655238.166
G05,2025-03-11 11:16:57,20908591.258,109875608.073
G19,2025-03-11 11:16:57,22021091.203,115721882.811
G20,2025-03-11 11:16:57,20677073.328,108659064.066
G17,2025-03-11 11:16:57,24484461.805,128666745.159
G12,2025-03-11 11:16:57,21987276.008,115543894.761
G06,2025-03-11 11:16:57,22871783.742,120192205.135
G09,2025-03-11 11:16:57,24811061.492,
G29,2025-03-11 11:16:57,25493060.297,133966914.183
G13,2025-03-11 11:16:57,22698322.875,119280684.193
G25,2025-03-11 11:16:57,23268842.641,122278576.162
G15,2025-03-11 11:16:57,24827875.492,130471442.679
G11,2025-03-11 11:16:57,21818096.344,114655072.465
G05,2025-03-11 11:16:58,20908341.055,109874293.317
G19,2025-03-11 11:16:58,22021512.672,115724099.043
G20,2025-03-11 11:16:58,20677218.258,108659825.442
G17,2025-03-11 11:16:58,24484944.742,128669282.505
G12,2025-03-11 11:16:58,21987408.867,115544591.612
G06,2025-03-11 11:16:58,22871905.977,120192847.549
G09,2025-03-11 11:16:58,24811488.336,
G29,2025-03-11 11:16:58,25492340.445,133963123.301
G13,2025-03-11 11:16:58,22697636.383,119277074.73
G25,2025-03-11 11:16:58,23268669.867,122277666.818
G15,2025-03-11 11:16:58,24827107.094,130467401.863
G11,2025-03-11 11:16:58,21818064.914,114654906.758
G05,2025-03-11 11:16:59,20908091.117,109872979.049
G19,2025-03-11 11:16:59,22021934.422,115726315.706
G20,2025-03-11 11:16:59,20677363.133,108660587.109
G17,2025-03-11 11:16:59,24485427.508,128671820.092
G12,2025-03-11 11:16:59,21987541.383,115545289.0
G06,2025-03-11 11:16:59,22872028.227,120193489.999
G09,2025-03-11 11:16:59,24811914.516,
G29,2025-03-11 11:16:59,25491619.789,133959332.358
G13,2025-03-11 11:16:59,22696949.594,119273465.362
G25,2025-03-11 11:16:59,23268496.844,122276758.045
G15,2025-03-11 11:16:59,24826338.617,130463360.973
G11,2025-03-11 11:16:59,21818033.75,114654741.092
G05,2025-03-11 11:17:00,20907840.992,109871665.22
G19,2025-03-11 11:17:00,22022356.953,115728532.751
G20,2025-03-11 11:17:00,20677508.453,108661349.02
G17,2025-03-11 11:17:00,24485909.273,128674357.902
G12,2025-03-11 11:17:00,21987674.211,115545986.878
G06,2025-03-11 11:17:00,22872150.906,120194132.429
G09,2025-03-11 11:17:00,24812340.5,130389765.234
G29,2025-03-11 11:17:00,25490898.234,133955541.286
G13,2025-03-11 11:17:00,22696262.758,119269856.044
G25,2025-03-11 11:17:00,23268323.898,122275849.8
G15,2025-03-11 11:17:00,24825569.195,130459319.944
G11,2025-03-11 11:17:00,21818001.781,114654575.431
G05,2025-03-11 11:17:01,20907590.914,109870351.835
G19,2025-03-11 11:17:01,22022778.359,115730750.177
G20,2025-03-11 11:17:01,20677653.188,108662111.167
G17,2025-03-11 11:17:01,24486393.727,128676895.927
G12,2025-03-11 11:17:01,21987807.328,115546685.244
G06,2025-03-11 11:17:01,22872272.938,120194774.844
G09,2025-03-11 11:17:01,24812766.266,130392004.21
G29,2025-03-11 11:17:01,25490175.891,133951750.103
G13,2025-03-11 11:17:01,22695576.234,119266246.755
G25,2025-03-11 11:17:01,23268151.047,122274942.087
G15,2025-03-11 11:17:01,24824799.484,130455278.788
G11,2025-03-11 11:17:01,21817970.227,114654409.749
G05,2025-03-11 11:17:02,20907341.383,109869038.888
G19,2025-03-11 11:17:02,22023200.617,115732967.997
G20,2025-03-11 11:17:02,20677798.031,108662873.562
G17,2025-03-11 11:17:02,24486876.445,128679434.176
G12,2025-03-11 11:17:02,21987940.18,115547384.09
G06,2025-03-11 11:17:02,22872394.703,120195417.245
G09,2025-03-11 11:17:02,24813192.453,130394243.568
G29,2025-03-11 11:17:02,25489453.992,133947958.812
G13,2025-03-11 11:17:02,22694889.117,119262637.524
G25,2025-03-11 11:17:02,23267978.211,122274034.883
G15,2025-03-11 11:17:02,24824030.992,130451237.515
G11,2025-03-11 11:17:02,21817938.344,114654244.072
G05,2025-03-11 11:17:03,20907091.203,109867726.419
G19,2025-03-11 11:17:03,22023622.945,115735186.245
G20,2025-03-11 11:17:03,20677943.031,108663636.234
G17,2025-03-11 11:17:03,24487358.875,128681972.659
G12,2025-03-11 11:17:03,21988073.484,115548083.479
G06,2025-03-11 11:17:03,22872517.883,120196059.66
G09,2025-03-11 11:17:03,24813619.234,130396483.292
G29,2025-03-11 11:17:03,25488732.398,133944167.436
G13,2025-03-11 11:17:03,22694202.234,119259028.365
G25,2025-03-11 11:17:03,23267805.445,122273128.253
G15,2025-03-11 11:17:03,24823262.781,130447196.155
G11,2025-03-11 11:17:03,21817907.141,114654078.431
G05,2025-03-11 11:17:04,20906841.664,109866414.386
G19,2025-03-11 11:17:04,22024045.594,115737404.879
G20,2025-03-11 11:17:04,20678088.688,108664399.159
G17,2025-03-11 11:17:04,24487842.289,128684511.363
G12,2025-03-11 11:17:04,21988206.234,115548783.358
G06,2025-03-11 11:17:04,22872639.32,120196702.075
G09,2025-03-11 11:17:04,24814045.242,130398723.366
G29,2025-03-11 11:17:04,25488011.695,133940375.962
G13,2025-03-11 11:17:04,22693515.008,119255419.259
G25,2025-03-11 11:17:04,23267633.555,122272222.148
G15,2025-03-11 11:17:04,24822493.883,130443154.687
G11,2025-03-11 11:17:04,21817875.391,114653912.782
G05,2025-03-11 11:17:05,20906591.742,109865102.829
G19,2025-03-11 11:17:05,22024467.93,115739623.933
G20,2025-03-11 11:17:05,20678233.727,108665162.355
G17,2025-03-11 11:17:05,24488325.773,128687050.309
G12,2025-03-11 11:17:05,21988339.555,115549483.761
G06,2025-03-11 11:17:05,22872761.711,120197344.503
G09,2025-03-11 11:17:05,24814471.289,130400963.8
G29,2025-03-11 11:17:05,25487291.32,133936584.391
G13,2025-03-11 11:17:05,22692828.508,119251810.232
G25,2025-03-11 11:17:05,23267461.672,122271316.592
G15,2025-03-11 11:17:05,24821725.305,130439113.109
G11,2025-03-11 11:17:05,21817843.82,114653747.168
G05,2025-03-11 11:17:06,20906342.469,109863791.72
G19,2025-03-11 11:17:06,22024889.953,115741843.368
G20,2025-03-11 11:17:06,20678378.883,108665925.793
G17,2025-03-11 11:17:06,24488809.313,128689589.456
G12,2025-03-11 11:17:06,21988472.891,115550184.652
G06,2025-03-11 11:17:06,22872884.148,120197986.919
G09,2025-03-11 11:17:06,24814897.883,130403204.604
G29,2025-03-11 11:17:06,25486569.578,133932792.709
G13,2025-03-11 11:17:06,22692140.93,119248201.246
G25,2025-03-11 11:17:06,23267288.516,122270411.572
G15,2025-03-11 11:17:06,24820956.039,130435071.402
G11,2025-03-11 11:17:06,21817812.453,114653581.544
G05,2025-03-11 11:17:07,20906093.156,109862481.076
G19,2025-03-11 11:17:07,22025312.422,115744063.216
G20,2025-03-11 11:17:07,20678524.266,108666689.505
G17,2025-03-11 11:17:07,24489291.523,128692128.858
G12,2025-03-11 11:17:07,21988606.289,115550886.073
G06,2025-03-11 11:17:07,22873006.086,120198629.35
G09,2025-03-11 11:17:07,24815325.375,130405445.767
G29,2025-03-11 11:17:07,25485847.914,133929000.938
G13,2025-03-11 11:17:07,22691454.063,119244592.34
G25,2025-03-11 11:17:07,23267115.602,122269507.096
G15,2025-03-11 11:17:07,24820185.727,130431029.595
G11,2025-03-11 11:17:07,21817780.938,114653415.949
G05,2025-03-11 11:17:08,20905843.813,109861170.931
G19,2025-03-11 11:17:08,22025734.563,115746283.513
G20,2025-03-11 11:17:08,20678669.578,108667453.517
G17,2025-03-11 11:17:08,24489774.227,128694668.515
G12,2025-03-11 11:17:08,21988740.031,115551588.028
G06,2025-03-11 11:17:08,22873128.57,120199271.825
G09,2025-03-11 11:17:08,24815751.984,130407687.319
G29,2025-03-11 11:17:08,25485127.461,133925209.108
G13,2025-03-11 11:17:08,22690767.945,119240983.535
G25,2025-03-11 11:17:08,23266944.766,122268603.2
G15,2025-03-11 11:17:08,24819416.344,130426987.729
G11,2025-03-11 11:17:08,21817749.742,114653250.41
G05,2025-03-11 11:17:09,20905594.539,109859861.316
G19,2025-03-11 11:17:09,22026157.133,115748504.276
G20,2025-03-11 11:17:09,20678815.086,108668217.856
G17,2025-03-11 11:17:09,24490258.0,128697208.479
G12,2025-03-11 11:17:09,21988873.977,115552290.577
G06,2025-03-11 11:17:09,22873250.789,120199914.364
G09,2025-03-11 11:17:09,24816177.141,130409929.312
G29,2025-03-11 11:17:09,25484405.945,133921417.266
G13,2025-03-11 11:17:09,22690081.031,119237374.87
G25,2025-03-11 11:17:09,23266772.922,122267699.906
G15,2025-03-11 11:17:09,24818647.773,130422945.813
G11,2025-03-11 11:17:09,21817717.938,114653084.945
G05,2025-03-11 11:17:10,20905345.57,109858552.217
G19,2025-03-11 11:17:10,22026579.93,115750725.504
G20,2025-03-11 11:17:10,20678960.797,108668982.512
G17,2025-03-11 11:17:10,24490741.75,128699748.719
G12,2025-03-11 11:17:10,21989007.813,115552993.686
G06,2025-03-11 11:17:10,22873373.391,120200556.964
G09,2025-03-11 11:17:10,24816604.539,130412171.725
G29,2025-03-11 11:17:10,25483683.703,133917625.385
G13,2025-03-11 11:17:10,22689394.586,119233766.327
G25,2025-03-11 11:17:10,23266601.492,122266797.218
G15,2025-03-11 11:17:10,24817878.555,130418903.842
G11,2025-03-11 11:17:10,21817687.0,114652919.557
G05,2025-03-11 11:17:11,20905096.844,109857243.587
G19,2025-03-11 11:17:11,22027002.797,115752947.149
G20,2025-03-11 11:17:11,20679106.125,108669747.442
G17,2025-03-11 11:17:11,24491225.813,128702289.208
G12,2025-03-11 11:17:11,21989141.852,115553697.319
G06,2025-03-11 11:17:11,22873495.727,120201199.587
G09,2025-03-11 11:17:11,24817030.305,130414414.501
G29,2025-03-11 11:17:11,25482962.531,133913833.422
G13,2025-03-11 11:17:11,22688707.305,119230157.858
G25,2025-03-11 11:17:11,23266429.391,122265895.093
